Postal Code,Sales,Cluster_KMeans,Cluster_GMM
7055.0,662.84,0,3
7055.0,95.1,0,4
7055.0,26.88,0,1
7055.0,257.98,0,3
90004.0,17.48,1,1
19143.0,492.835,0,3
29406.0,269.49,0,3
95123.0,29.12,1,0
10011.0,18.75,0,1
10011.0,119.7,0,4
10011.0,9.144,0,1
10011.0,57.06,0,4
10011.0,71.6,0,4
10011.0,107.44,0,4
10011.0,7.31,0,1
10011.0,59.1,0,4
10011.0,46.53,0,4
7060.0,97.84,0,4
98115.0,29.97,1,0
98115.0,98.352,1,0
10009.0,83.92,0,4
10009.0,14.624,0,1
10009.0,136.99,0,4
10009.0,3.15,0,1
23602.0,9.11,0,1
23602.0,571.44,0,3
23602.0,32.4,0,1
23602.0,16.91,0,1
28314.0,14.272,0,1
28314.0,451.136,0,3
28314.0,64.864,0,4
90032.0,217.584,1,0
90032.0,82.95,1,0
90032.0,87.71,1,0
90032.0,1101.48,1,3
90036.0,1322.352,3,2
10011.0,5.46,0,1
75220.0,11.184,1,1
75220.0,153.584,1,0
98105.0,1003.62,1,3
98105.0,35.168,1,0
98105.0,1137.75,1,2
98105.0,99.68,1,0
98105.0,5.56,1,1
19711.0,85.52,0,4
19711.0,9.84,0,1
19711.0,20.04,0,1
10024.0,631.96,0,3
10024.0,23.92,0,1
90049.0,90.24,1,0
14701.0,4548.81,3,2
77095.0,300.93,1,3
77095.0,719.96,1,3
46544.0,647.84,2,3
92037.0,64.17,1,0
92037.0,124.46,1,0
94109.0,9.584,1,1
33178.0,37.608,2,4
60076.0,12.224,2,1
60076.0,2.304,2,1
60076.0,9.36,2,1
94110.0,7.38,1,1
94122.0,53.72,1,0
94122.0,8187.65,4,2
94122.0,77.92,1,0
77070.0,32.784,1,1
90045.0,196.776,1,0
90045.0,479.94,1,3
73120.0,1117.92,1,3
71203.0,106.5,1,0
33614.0,45.66,2,4
60623.0,95.968,2,4
60623.0,47.992,2,4
43402.0,264.32,2,3
77095.0,604.656,1,3
7090.0,129.93,0,4
73120.0,20.16,1,1
73120.0,29.46,1,1
73120.0,868.59,1,3
73120.0,12.96,1,1
73120.0,5.5,1,1
73120.0,121.6,1,0
77041.0,42.048,1,0
77041.0,25.488,1,1
77041.0,6.9,1,1
77041.0,9.648,1,1
77041.0,7.968,1,1
33311.0,10.368,2,1
72209.0,114.2,1,0
72209.0,17.96,1,1
72209.0,12.67,1,1
72209.0,339.96,1,3
19120.0,1801.632,3,2
92253.0,46.32,1,0
44105.0,181.986,2,3
44105.0,431.976,2,3
44105.0,155.37,2,4
94122.0,1348.704,3,2
94122.0,700.152,1,3
85254.0,111.888,1,0
19134.0,143.952,0,4
2148.0,173.94,0,4
2148.0,14.76,0,1
95123.0,205.92,1,0
95123.0,102.833,1,0
85023.0,2.304,1,1
85023.0,1879.96,3,2
85023.0,313.024,1,3
85023.0,5.04,1,1
42420.0,821.88,2,3
42420.0,21.96,2,1
29203.0,25.92,0,1
32303.0,705.544,2,3
10035.0,50.0,0,4
77070.0,51.712,1,0
33065.0,6.992,2,1
84057.0,1406.86,3,2
84057.0,15.75,1,1
84057.0,323.1,1,3
37211.0,9.216,2,1
37211.0,10.368,2,1
10009.0,15.02,0,1
10009.0,33.82,0,4
42104.0,71.0,2,4
98226.0,25.12,1,1
98226.0,2665.62,3,2
10011.0,478.08,0,3
43055.0,164.388,2,4
43055.0,13.248,2,1
60098.0,2.912,2,1
75007.0,1399.944,3,2
47905.0,526.45,2,3
31907.0,16.23,2,1
31907.0,319.9,2,3
31907.0,11.36,2,1
31907.0,675.12,2,3
22304.0,62.82,0,4
22304.0,489.92,0,3
22304.0,19.44,0,1
22304.0,16.68,0,1
22304.0,155.35,0,4
22304.0,12.42,0,1
22304.0,187.98,0,3
76117.0,6.608,1,1
10024.0,248.57,0,3
10024.0,22.23,0,1
90004.0,5.98,1,1
90004.0,246.168,1,0
60090.0,14.136,2,1
60090.0,601.47,2,3
29483.0,79.1,0,4
29483.0,327.84,0,3
47201.0,180.96,2,3
47201.0,914.97,2,3
47201.0,587.97,2,3
47201.0,530.34,2,3
47201.0,14.94,2,1
10024.0,121.94,0,4
10024.0,122.71,0,4
10035.0,14.94,0,1
10035.0,1349.85,3,2
10035.0,136.784,0,4
10035.0,61.12,0,4
32216.0,1.167,2,1
92024.0,16.99,1,1
76017.0,24.672,1,1
76017.0,2.52,1,1
76017.0,1218.735,3,2
76017.0,5.904,1,1
76017.0,15.696,1,1
76017.0,6.096,1,1
90045.0,41.568,1,0
90049.0,230.28,1,0
90049.0,18.288,1,1
94110.0,5.78,1,1
94110.0,121.68,1,0
88220.0,4.17,1,1
88220.0,67.04,1,0
88220.0,37.32,1,0
88220.0,18.45,1,1
63116.0,25.92,2,1
10024.0,11199.968,4,2
10024.0,2399.6,3,2
10024.0,63.9,0,4
10024.0,52.99,0,4
45503.0,60.864,2,4
45503.0,652.995,2,3
45503.0,11.22,2,1
74133.0,14.94,1,1
98103.0,39.96,1,0
98103.0,42.624,1,0
98103.0,220.96,1,0
28314.0,4.928,0,1
28314.0,7.23,0,1
90045.0,323.1,1,3
10035.0,19.04,0,1
10035.0,13.128,0,1
10035.0,64.14,0,4
10035.0,858.24,0,3
71901.0,29.99,1,1
60505.0,186.048,2,3
27604.0,36.792,0,4
27604.0,18.624,0,1
74133.0,57.69,1,0
74133.0,42.81,1,0
74133.0,12.96,1,1
74133.0,821.88,1,3
74133.0,104.85,1,0
92345.0,424.9575,1,3
84604.0,10.776,1,1
84604.0,11.784,1,1
84604.0,164.88,1,0
84604.0,1292.94,3,2
84604.0,25.584,1,1
84604.0,261.74,1,3
84604.0,14.4,1,1
94110.0,10.86,1,1
85234.0,883.84,1,3
10035.0,1979.89,3,2
10035.0,79.96,0,4
65807.0,8.76,2,1
38109.0,3.984,2,1
38109.0,370.62,2,3
38109.0,2.742,2,1
79109.0,79.512,1,0
79109.0,28.352,1,1
90045.0,40.784,1,0
90045.0,105.96,1,0
1852.0,166.44,0,4
1852.0,785.88,0,3
1852.0,26.2,0,1
1852.0,1325.85,0,2
92024.0,166.44,1,0
28806.0,8.76,0,1
28806.0,43.584,0,4
81001.0,11.088,1,1
81001.0,25.164,1,1
49201.0,14.4,2,1
49201.0,619.95,2,3
49201.0,89.52,2,4
49201.0,350.973,2,3
49201.0,164.99,2,3
90004.0,312.552,1,3
27360.0,95.952,0,4
27360.0,3.204,0,1
61604.0,3.98,2,1
90032.0,15.7,1,1
60653.0,5.248,2,1
19134.0,5.346,0,1
80112.0,15.48,1,1
80112.0,108.576,1,0
98115.0,109.9,1,0
33012.0,15.384,2,1
43130.0,30.352,2,1
32216.0,821.3,2,3
32216.0,22638.48,4,2
32216.0,21.376,2,1
32216.0,8.016,2,1
32216.0,30.768,2,1
32216.0,18.936,2,1
32216.0,122.352,2,4
21215.0,116.28,0,4
10009.0,132.6,0,4
88220.0,16.68,1,1
88220.0,19.44,1,1
88220.0,192.16,1,0
90049.0,227.36,1,0
90049.0,1919.976,3,2
32216.0,12.828,2,1
44107.0,45.888,2,4
12180.0,60.12,0,4
28403.0,302.376,0,3
98105.0,13.9,1,1
10024.0,129.98,0,4
31907.0,71.98,2,4
10024.0,377.97,0,3
92627.0,124.36,1,0
77095.0,23.976,1,1
27511.0,8.376,0,1
27511.0,58.24,0,4
22304.0,81.2,0,4
94591.0,14.45,1,1
94591.0,95.648,1,0
19120.0,359.97,0,3
19120.0,350.352,0,3
43615.0,1.641,2,1
43615.0,629.958,2,3
98105.0,6.63,1,1
98105.0,799.96,1,3
98105.0,107.53,1,0
7060.0,73.98,0,4
7060.0,5.58,0,1
88001.0,49.12,1,0
19711.0,377.97,0,3
19711.0,42.28,0,4
19711.0,299.97,0,3
19711.0,89.98,0,4
35244.0,477.24,2,3
35244.0,25.98,2,1
43055.0,46.72,2,4
92037.0,35.34,1,0
94122.0,257.64,1,0
94122.0,125.976,1,0
28540.0,79.992,0,4
2038.0,700.056,0,3
75034.0,27.168,1,1
32303.0,8.226,2,1
98115.0,585.552,1,3
95687.0,423.28,1,3
90008.0,225.296,1,0
94122.0,5.56,1,1
94122.0,323.37,1,3
94122.0,783.96,1,3
94122.0,1447.65,3,2
94122.0,11.96,1,1
10035.0,239.97,0,3
31907.0,76.92,2,4
31907.0,481.32,2,3
84107.0,48.4,1,0
94110.0,0.99,1,0
94110.0,101.84,1,0
19140.0,10.332,0,1
19140.0,31.155,0,1
19140.0,8.928,0,1
19134.0,34.384,0,4
19134.0,1924.16,3,2
75220.0,32.192,1,1
75220.0,50.12,1,0
75220.0,47.976,1,0
53186.0,54.5,2,4
33311.0,19.104,2,1
48205.0,49.44,2,4
45503.0,10.368,2,1
92037.0,154.44,1,0
80906.0,60.984,1,0
93309.0,195.466,1,0
33068.0,23.68,2,1
33068.0,2.376,2,1
10035.0,59.2,0,4
55044.0,22.0,2,1
48234.0,257.98,2,3
19134.0,23.988,0,1
45373.0,23.976,2,1
90036.0,601.536,1,3
90036.0,7.9,1,1
78415.0,58.36,1,0
78415.0,16.464,1,1
78415.0,39.96,1,0
68104.0,25.96,1,1
68104.0,36.27,1,1
68104.0,6.48,1,1
90278.0,1075.088,1,3
90278.0,438.368,1,3
90278.0,18.088,1,1
90278.0,308.499,1,3
72209.0,13.36,1,1
72209.0,39.96,1,1
72209.0,145.85,1,3
33180.0,783.96,2,3
97301.0,7.88,1,1
88001.0,41.37,1,0
94122.0,12.84,1,1
94122.0,25.68,1,1
79907.0,47.516,1,0
98115.0,9.42,1,1
98115.0,12.96,1,1
98115.0,704.9,1,3
98115.0,561.568,1,3
53209.0,179.82,2,3
53209.0,185.58,2,3
53209.0,214.11,2,3
53209.0,999.96,2,3
53209.0,653.55,2,3
2038.0,114.6,0,4
2038.0,60.74,0,4
2038.0,124.36,0,4
2038.0,1088.76,0,2
92024.0,6.72,1,1
92024.0,298.776,1,3
92804.0,302.376,1,3
76017.0,8.928,1,1
76017.0,47.584,1,0
77041.0,33.792,1,1
77041.0,300.5328,1,3
77041.0,2.724,1,1
77041.0,3.264,1,1
43130.0,108.336,2,4
43130.0,55.92,2,4
43130.0,78.304,2,4
97206.0,443.92,1,3
97206.0,155.976,1,0
35244.0,15.47,2,1
35244.0,7.16,2,1
90036.0,10.89,1,1
90036.0,19.44,1,1
90036.0,121.6,1,0
32303.0,695.7,2,3
10009.0,120.33,0,4
23320.0,1139.92,0,2
28314.0,229.544,0,3
77340.0,143.728,1,0
19140.0,36.048,0,4
60098.0,845.488,2,3
2149.0,50.94,0,4
60653.0,762.594,2,3
30076.0,56.28,0,4
30076.0,2690.97,3,2
32137.0,7.434,2,1
19120.0,64.784,0,4
47201.0,28.16,2,1
11572.0,14.98,0,1
11572.0,20.32,0,1
2038.0,40.29,0,4
57103.0,20.23,2,1
92037.0,1603.136,3,2
28314.0,225.296,0,3
30318.0,67.8,0,4
30318.0,377.97,0,3
30318.0,1628.82,3,2
30318.0,286.93,0,3
32839.0,20.736,2,1
94122.0,31.44,1,0
94122.0,83.79,1,0
94122.0,59.52,1,0
94122.0,31.92,1,0
43615.0,14.72,2,1
43615.0,38.976,2,4
33710.0,17.088,2,1
85705.0,74.352,1,0
85705.0,314.352,1,3
90036.0,4.26,1,1
92105.0,811.28,1,3
10035.0,6.03,0,1
92037.0,153.568,1,0
92037.0,1013.488,1,3
7090.0,52.34,0,4
7090.0,4.66,0,1
7090.0,254.97,0,3
7050.0,25.44,0,1
7050.0,27.93,0,1
60098.0,8.85,2,1
94110.0,6.96,1,1
94122.0,17.456,1,1
85281.0,307.92,1,3
90008.0,6.63,1,1
90008.0,12.96,1,1
90008.0,32.4,1,0
98105.0,23.85,1,1
70601.0,51.96,1,0
70601.0,17.94,1,1
14609.0,11.56,0,1
14609.0,26.4,0,1
14609.0,69.08,0,4
14609.0,35.88,0,4
11561.0,49.65,0,4
28205.0,959.968,0,3
77036.0,408.422,1,3
10035.0,479.984,0,3
10035.0,12.6,0,1
31907.0,184.66,2,3
60610.0,23.12,2,1
60035.0,37.464,2,1
60035.0,539.658,2,3
98115.0,310.12,1,3
55122.0,8.56,2,1
55122.0,52.4,2,4
55122.0,14.94,2,1
98103.0,11.22,1,1
33065.0,387.136,2,3
11550.0,41.4,0,4
11550.0,35.0,0,4
11550.0,39.552,0,4
46060.0,135.72,2,4
46060.0,12.56,2,1
46060.0,263.96,2,3
75220.0,5.952,1,1
19140.0,15.8,0,1
19140.0,14.368,0,1
19140.0,70.448,0,4
94109.0,129.3,1,0
78745.0,3.882,1,1
48234.0,6.08,2,1
13601.0,19.9,0,1
13601.0,70.71,0,4
31907.0,18.84,2,1
55124.0,8.64,2,1
27217.0,1633.188,3,2
48601.0,19.76,2,1
94109.0,6.608,1,1
94109.0,7.28,1,1
94109.0,144.784,1,0
98105.0,156.792,1,0
98105.0,431.976,1,3
98105.0,35.89,1,0
98105.0,47.208,1,0
98105.0,248.08,1,0
98105.0,189.7,1,0
98105.0,59.808,1,0
53209.0,90.99,2,4
53209.0,1526.56,3,2
53209.0,368.97,2,3
90049.0,305.01,1,3
90049.0,18.7,1,1
94122.0,38.29,1,0
92024.0,26.25,1,1
92024.0,64.96,1,0
92024.0,43.7,1,0
85301.0,41.6,1,0
85301.0,23.12,1,1
85301.0,113.888,1,0
85301.0,113.568,1,0
85301.0,7.92,1,1
85301.0,671.984,1,3
10035.0,39.99,0,4
13601.0,191.646,0,3
45503.0,2.313,2,1
90032.0,19.936,1,1
90032.0,45.92,1,0
98115.0,20.34,1,1
98115.0,39.28,1,0
92054.0,81.568,1,0
92054.0,97.184,1,0
92054.0,24.32,1,1
92054.0,18.96,1,1
60076.0,32.952,2,1
60076.0,30.016,2,1
28314.0,499.584,0,3
28314.0,31.104,0,1
28314.0,13.272,0,1
28314.0,28.272,0,1
28314.0,259.136,0,3
74133.0,10.8,1,1
75002.0,244.006,1,3
75002.0,15.936,1,1
19143.0,188.552,0,3
14609.0,22.58,0,1
29464.0,545.94,0,3
19134.0,20.736,0,1
19134.0,43.296,0,4
98115.0,123.136,1,0
98115.0,11.264,1,1
97477.0,53.424,1,0
97477.0,275.49,1,3
31907.0,24.96,2,1
31907.0,19.36,2,1
31907.0,1267.65,3,2
90032.0,12.99,1,1
90032.0,18.56,1,1
90032.0,449.15,1,3
90032.0,31.248,1,0
10024.0,61.44,0,4
48227.0,895.92,2,3
95207.0,55.36,1,0
85023.0,55.92,1,0
19120.0,24.896,0,1
19120.0,3.984,0,1
19120.0,95.968,0,4
19120.0,206.991,0,3
19120.0,44.416,0,4
19120.0,9.006,0,1
48310.0,19.0,2,1
14609.0,33.376,0,4
10011.0,207.48,0,3
54703.0,91.68,2,4
10009.0,904.9,0,3
91730.0,34.272,1,0
42071.0,191.82,2,3
43615.0,243.88,2,3
80027.0,12.03,1,1
80027.0,2549.985,3,2
80027.0,21.594,1,1
80027.0,8.964,1,1
80027.0,20.736,1,1
10035.0,344.22,0,3
78577.0,727.296,1,3
78577.0,22.608,1,1
78577.0,666.4,1,3
84084.0,5.04,1,1
84084.0,92.94,1,0
84084.0,66.69,1,0
84084.0,91.68,1,0
78521.0,327.7328,1,3
10011.0,52.272,0,4
10011.0,17.94,0,1
19140.0,254.352,0,3
59102.0,8.288,2,1
23320.0,504.9,0,3
97030.0,403.168,1,3
48146.0,194.32,2,3
48146.0,25.99,2,1
97030.0,195.136,1,0
19143.0,20.736,0,1
71203.0,53.7,1,0
71203.0,36.26,1,1
71203.0,56.3,1,0
71203.0,32.4,1,1
71203.0,29.16,1,1
91104.0,171.288,1,0
37421.0,16.72,2,1
90805.0,12.96,1,1
90805.0,22.18,1,1
90805.0,2054.272,3,2
45373.0,1022.97,2,3
55407.0,13.9,2,1
55407.0,26.38,2,1
98105.0,43.176,1,0
31907.0,411.8,2,3
31907.0,360.0,2,3
83642.0,41.96,1,0
83642.0,227.84,1,0
83642.0,37.94,1,0
48227.0,517.9,2,3
48227.0,5.28,2,1
60623.0,2799.96,3,2
94110.0,8.96,1,1
94110.0,31.5,1,0
94110.0,30.56,1,0
94110.0,24.368,1,1
43055.0,119.976,2,4
75081.0,26.88,1,1
19711.0,83.97,0,4
19711.0,104.97,0,4
87105.0,90.8,1,0
87105.0,140.736,1,0
87105.0,214.95,1,0
87105.0,45.36,1,0
87105.0,288.24,1,3
43615.0,663.936,2,3
19711.0,2934.33,3,2
19711.0,124.41,0,4
19711.0,57.75,0,4
90045.0,114.46,1,0
90032.0,120.666,1,0
75217.0,342.864,1,3
75217.0,16.74,1,1
75217.0,981.372,1,3
92037.0,31.84,1,0
92307.0,12.96,1,1
92307.0,43.176,1,0
40214.0,58.34,2,4
40214.0,539.97,2,3
10024.0,3.928,0,1
77070.0,252.784,1,3
77070.0,127.984,1,0
77070.0,3.984,1,1
77070.0,12.992,1,1
42420.0,61.0,2,4
42420.0,671.93,2,3
19711.0,447.86,0,3
19711.0,479.95,0,3
19711.0,166.44,0,4
60440.0,31.68,2,1
60440.0,10.368,2,1
60440.0,12.032,2,1
60440.0,5.768,2,1
76106.0,33.12,1,1
76106.0,220.2656,1,3
10024.0,10.776,0,1
10024.0,242.352,0,3
2908.0,695.16,0,3
2908.0,220.98,0,3
43229.0,12.957,2,1
10024.0,25.68,0,1
77070.0,15.712,1,1
60505.0,298.464,2,3
65807.0,21.93,2,1
65807.0,242.94,2,3
65807.0,7.64,2,1
65807.0,51.84,2,3
65807.0,265.17,2,3
98105.0,837.6,1,3
98105.0,135.9,1,0
98105.0,34.68,1,0
98105.0,532.704,1,3
98105.0,43.1,1,0
98105.0,15.88,1,1
33801.0,1123.92,2,2
33801.0,249.584,2,3
33801.0,48.672,2,4
33801.0,60.768,2,4
33801.0,78.6,2,4
33801.0,3.768,2,1
33801.0,1036.624,2,3
33801.0,563.808,2,3
19134.0,258.528,0,3
10011.0,49.12,0,4
90049.0,44.46,1,0
90049.0,241.568,1,0
90049.0,395.0,1,3
90049.0,627.168,1,3
11572.0,13.28,0,1
11572.0,12.672,0,1
75081.0,30.56,1,1
75081.0,77.952,1,0
75081.0,67.992,1,0
75081.0,12.224,1,1
75081.0,44.784,1,0
75081.0,22.848,1,1
10035.0,206.43,0,3
78207.0,210.392,1,0
45231.0,119.96,2,4
45231.0,10.608,2,1
78745.0,347.802,1,3
98105.0,963.136,1,3
98105.0,88.776,1,0
90004.0,32.4,1,0
10035.0,32.4,0,1
98103.0,31.05,1,0
43055.0,2025.36,3,2
43055.0,1799.994,3,2
43055.0,101.988,2,4
43055.0,262.864,2,3
55369.0,735.98,2,3
85301.0,93.024,1,0
10009.0,284.364,0,3
10009.0,26.0,0,1
28540.0,67.64,0,4
28540.0,119.976,0,4
77070.0,5.18,1,1
94109.0,15.56,1,1
94109.0,78.35,1,0
94109.0,59.52,1,0
94109.0,38.52,1,0
94109.0,239.984,1,0
94109.0,19.35,1,1
48911.0,67.0,2,4
32303.0,390.272,2,3
32303.0,62.192,2,4
29203.0,23.88,0,1
60623.0,3.168,2,1
60623.0,528.43,2,3
60623.0,13.392,2,1
48227.0,181.86,2,3
80525.0,180.588,1,0
80525.0,47.984,1,0
10024.0,18.76,0,1
10011.0,20.94,0,1
10011.0,58.68,0,4
10011.0,254.9,0,3
21044.0,9.64,0,1
21044.0,826.62,0,3
21044.0,1633.14,3,2
21044.0,544.38,0,3
77041.0,26.046,1,1
77041.0,74.352,1,0
1852.0,69.93,0,4
95695.0,3.75,1,1
95695.0,20.928,1,1
60610.0,12.672,2,1
10035.0,65.99,0,4
77489.0,6.37,1,1
77036.0,3.648,1,1
77036.0,31.104,1,1
39212.0,23.34,2,1
10009.0,29.97,0,1
85281.0,3.366,1,1
28540.0,95.968,0,4
19134.0,18.704,0,1
44312.0,149.232,2,4
44312.0,15.936,2,1
92037.0,601.536,1,3
92037.0,10.99,1,1
92037.0,39.88,1,0
92037.0,62.24,1,0
92037.0,53.2,1,0
92037.0,39.84,1,0
93727.0,349.95,1,3
93727.0,377.928,1,3
77581.0,13.392,1,1
77581.0,11.228,1,1
47374.0,207.24,2,3
19134.0,1.504,0,1
19134.0,34.848,0,4
94403.0,75.18,1,0
94601.0,149.97,1,0
10024.0,931.176,0,3
10024.0,430.88,0,3
8701.0,94.85,0,4
8701.0,51.12,0,4
8701.0,90.0,0,4
85281.0,9.408,1,1
85281.0,4.672,1,1
85281.0,318.4,1,3
85281.0,12.768,1,1
85281.0,15.36,1,1
85281.0,230.376,1,0
85281.0,7.16,1,1
10035.0,375.34,0,3
10009.0,114.9,0,4
77095.0,26.046,1,1
77095.0,2.896,1,1
77095.0,32.544,1,1
92503.0,3.984,1,1
6824.0,181.797,0,3
10024.0,44.94,0,4
10024.0,45.576,0,4
77095.0,318.43,1,3
77095.0,122.92,1,0
77095.0,7.068,1,1
22204.0,56.45,0,4
60623.0,13.468,2,1
75051.0,219.8,1,3
75051.0,317.058,1,3
98103.0,49.08,1,0
98103.0,324.9,1,3
98103.0,18.24,1,1
98103.0,113.888,1,0
98103.0,105.584,1,0
49505.0,24.85,2,1
19120.0,60.312,0,4
60610.0,7.056,2,1
60610.0,27.184,2,1
98105.0,107.984,1,0
98105.0,19.296,1,1
32216.0,4.608,2,1
37064.0,79.974,2,4
37064.0,2.946,2,1
60035.0,3.136,2,1
77506.0,20.736,1,1
94109.0,99.98,1,0
94109.0,733.95,1,3
94109.0,241.44,1,0
33180.0,10.08,2,1
19120.0,281.904,0,3
19120.0,201.432,0,3
35601.0,135.98,2,4
35601.0,44.95,2,4
57103.0,2.97,2,1
57103.0,6.54,2,1
93277.0,7.92,1,1
90049.0,203.92,1,0
90032.0,3359.952,3,2
66212.0,18.24,2,1
66212.0,27.78,2,1
22304.0,22.96,0,1
22304.0,28.99,0,1
22304.0,12.96,0,1
22304.0,22.96,0,1
22304.0,4164.05,3,2
27604.0,47.984,0,4
27604.0,4.624,0,1
10035.0,15.24,0,1
45014.0,63.924,2,4
74403.0,6.56,1,1
74403.0,13.11,1,1
92592.0,494.376,1,3
92592.0,29.2,1,0
92592.0,248.85,1,0
92592.0,36.24,1,0
48310.0,11.68,2,1
92024.0,11.91,1,1
92024.0,3.48,1,1
75081.0,30.96,1,1
10035.0,1704.89,3,2
85023.0,19.194,1,1
85023.0,121.792,1,0
94122.0,1919.976,3,2
19140.0,50.997,0,4
19140.0,76.792,0,4
19140.0,539.964,0,3
19140.0,60.312,0,4
19140.0,1.944,0,1
78041.0,12.984,1,1
78041.0,217.584,1,3
78041.0,328.776,1,3
78041.0,2.286,1,1
78041.0,47.984,1,0
10009.0,25.344,0,1
10035.0,232.4,0,3
39503.0,86.45,2,4
92037.0,603.92,1,3
92037.0,81.98,1,0
11572.0,271.764,0,3
11572.0,14.376,0,1
78664.0,341.96,1,3
92374.0,181.35,1,0
92374.0,8.64,1,1
38401.0,43.512,2,4
38401.0,662.88,2,3
38401.0,25.92,2,1
10009.0,68.94,0,4
10009.0,128.82,0,4
77095.0,896.99,1,3
77095.0,1.234,1,1
77095.0,67.56,1,0
77095.0,21.72,1,1
77095.0,262.336,1,3
77095.0,148.48,1,0
77095.0,241.176,1,3
60653.0,227.976,2,3
60653.0,52.68,2,4
60653.0,2.032,2,1
94601.0,17.12,1,1
94601.0,431.968,1,3
94601.0,129.92,1,0
94601.0,568.728,1,3
94601.0,117.144,1,0
94601.0,203.52,1,0
94601.0,51.75,1,0
2169.0,122.97,0,4
2169.0,244.615,0,3
2169.0,59.97,0,4
2169.0,81.54,0,4
2169.0,11.68,0,1
2169.0,29.0,0,1
92399.0,50.8,1,0
60623.0,16.03,2,1
98105.0,15.712,1,1
10024.0,89.97,0,4
92037.0,435.999,1,3
92037.0,83.984,1,0
6010.0,359.98,0,3
6010.0,70.56,0,4
6010.0,20.88,0,1
6010.0,3.81,0,1
60610.0,73.008,2,4
60610.0,3.208,2,1
60610.0,26.176,2,1
10024.0,30.44,0,1
10024.0,35.28,0,4
2151.0,19.44,0,1
2151.0,37.88,0,4
77036.0,9.552,1,1
92691.0,290.666,1,3
75217.0,10.368,1,1
75217.0,14.352,1,1
89115.0,141.96,1,0
89115.0,66.048,1,0
73071.0,1287.45,3,2
94122.0,25.824,1,1
94122.0,160.96,1,0
11550.0,28.44,0,1
11550.0,364.41,0,3
11550.0,39.96,0,4
11550.0,361.764,0,3
77301.0,111.672,1,0
77095.0,13.776,1,1
77095.0,10.272,1,1
19120.0,24.048,0,1
33614.0,2.896,2,1
10035.0,17.94,0,1
10035.0,384.174,0,3
10035.0,1799.75,3,2
28205.0,580.672,0,3
28205.0,18.936,0,1
28205.0,222.384,0,3
28205.0,50.454,0,4
28205.0,154.764,0,4
75081.0,6.848,1,1
98103.0,1091.168,1,3
98103.0,219.168,1,0
77506.0,6.928,1,1
19143.0,40.032,0,4
46203.0,443.92,2,3
46203.0,169.99,2,3
46203.0,25.92,2,1
40475.0,36.99,2,1
40475.0,629.1,2,3
40475.0,193.95,2,3
40475.0,5.46,2,1
60477.0,22.288,2,1
77095.0,65.424,1,0
90004.0,77.88,1,0
43229.0,281.372,2,3
43229.0,281.372,2,3
43229.0,7.488,2,1
43229.0,22.336,2,1
43229.0,10.368,2,1
94122.0,65.79,1,0
94122.0,271.984,1,3
94122.0,11.76,1,1
94122.0,77.52,1,0
94122.0,48.64,1,0
53711.0,1.81,2,1
53711.0,8.26,2,1
80013.0,43.56,1,0
80013.0,5.84,1,1
10024.0,271.764,0,3
90004.0,262.24,1,3
90004.0,182.72,1,0
90004.0,131.6,1,0
90004.0,22.72,1,1
90004.0,558.4,1,3
52001.0,15.24,2,1
52001.0,1408.1,3,2
43130.0,32.896,2,1
43130.0,215.148,2,3
43130.0,30.96,2,1
90301.0,29.79,1,0
90301.0,128.9,1,0
90301.0,60.12,1,0
98006.0,24.816,1,1
98006.0,14.976,1,1
60610.0,15.08,2,1
60610.0,24.288,2,1
75217.0,16.192,1,1
75217.0,251.006,1,3
75217.0,54.192,1,0
94122.0,4.304,1,1
10024.0,108.92,0,4
10011.0,16.74,0,1
10011.0,2504.74,3,2
19140.0,84.784,0,4
19711.0,29.9,0,1
10024.0,70.88,0,4
36830.0,3.76,2,1
90049.0,27.264,1,0
94110.0,56.65,1,0
94110.0,14.97,1,1
94110.0,4.02,1,1
27604.0,471.92,0,3
31204.0,58.72,2,4
37211.0,5.16,2,1
37211.0,16.496,2,1
19143.0,71.976,0,4
19143.0,22.512,0,1
19143.0,3.444,0,1
19143.0,538.194,0,3
19143.0,47.984,0,4
75081.0,492.768,1,3
8861.0,286.79,0,3
32216.0,5.08,2,1
32216.0,47.992,2,4
2151.0,61.96,0,4
2151.0,361.96,0,3
2151.0,278.82,0,3
39212.0,133.38,2,4
28540.0,47.952,0,4
94122.0,16.74,1,1
43229.0,10.848,2,1
43229.0,18.544,2,1
48127.0,180.98,2,3
48127.0,99.98,2,4
66212.0,34.95,2,1
66212.0,152.0,2,3
87505.0,92.52,1,0
94110.0,8.56,1,1
94110.0,45.36,1,0
94110.0,1421.664,3,2
36608.0,8.96,2,1
22153.0,579.95,0,3
22153.0,29.12,0,1
22153.0,1202.94,0,2
19711.0,7.92,0,1
28601.0,36.192,0,4
33311.0,147.184,2,4
60188.0,408.422,2,3
60188.0,382.116,2,3
60188.0,68.6,2,4
60188.0,435.504,2,3
60188.0,11.168,2,1
56301.0,72.0,2,4
56301.0,655.9,2,3
56301.0,603.92,2,3
90036.0,513.024,1,3
90036.0,487.92,1,3
90036.0,15.24,1,1
36608.0,209.97,2,3
36608.0,62.94,2,4
36608.0,25.92,2,1
78745.0,10.368,1,1
78745.0,95.736,1,0
10009.0,900.08,0,3
75023.0,201.584,1,3
75023.0,3.392,1,1
75023.0,193.0656,1,3
75023.0,15.552,1,1
75023.0,11.648,1,1
75023.0,418.8,1,3
75023.0,509.488,1,3
